abstract,author,title,year
"In this paper an objective function is formulated to minimize the cost of  reactive power while maintaining the minimum specified voltage security margin along with other constraint. Usually reactive power cost functions are non differentiable. Therefore quadratic opportunity cost function for reactive power has been derived in terms of real power cost parameters and day-ahead data of energy market, and hence the overall objective function is summation of quadratic cost functions of real and reactive power generation. The reactive power output of each generator is divided into three regions and cost of reactive power in each region is defined separately. Therefore optimization problem became highly non-linear and mix-integer in nature. A Sequential quadratic programming algorithm is developed to minimize the cost of reactive power generation along with real power generation to alleviate the bus voltage violations. Reactive power output regions of generators needed integer variable for their selection; therefore, heuristic method (if-then rules) is applied along with Sequential quadratic programming algorithm to alleviate the need of integer variable. The proposed approach is applied on IEEE-14 bus  system.",Anil Gupta,Reactive Power Cost Estimation In Deregulated Electricity Markets,"Home,Vol 2, No 8 (2013),Gupta"
Image forgery detection systems have been developed according to the conditions imposed by many applications. Detecting forgery is related to the technique used in forgery through the help of image processing tools. For this purpose the tampered images are followed by many steps in respect of forgery detection. Different types of image forgeries are seen nowadays. Therefore many forgery detection systems have exhibited in advancement of theses image forgery fields.  In this survey paper we have described recent development in the field of Copy-Move image forgery detection.,"Prof. Unmukh Datta, Chetna Sharma",Analysis of Copy-Move Image Forgery Detection,"Home,Vol 2, No 8 (2013),Datta"
"VANETs are subclass systems of MANETs (Mobile Ad-Hoc Networks) in which there is no access point i.e. each node which are high speed moving vehicles receives and forwards the incoming data in the network. The node Density in VANETs is highly dense and frequently variable whereas sparse in MANETS. It is one of the most emerging fields for researchers & industry community. Importance of VANETs may be seen in the context of safety and comfort applications of vehicles moving on the road. These may include Violation Warning, Back up route information, Electronic Brake warning, Collision warning etc. Mobility of nodes changes the network topology as a result of which several parameters are affected cause in loss of throughput & efficiency of VANETS. Moreover, high Velocity of terminals results in the failure of link on the path between source and destination. This paper will show a comprehensive study on important parameters that influence performance of VANETS.","Navdeep Singh Sethi, Tanu Singh",Parameters Influencing Performance of VANETS,"Home,Vol 2, No 8 (2013),Sethi"
"Next Generation Network (NGN) is a generic term that describes the evolution and migration of fixed and mobile network infrastructures from distinct, proprietary networks to converged networks based on IP. It is envisioned to be an interworking environment of heterogeneous networks of wired and wireless access networks, PSTN, satellites, broadcasting, etc. This multilayer structure of transport networks presents a key challenge in network resource management which is a wide subject that has been studied extensively. The operations and management of such interconnected networks and complex service-oriented architectures are the key issues in effective management. They are expected to be much more difficult and important than the traditional network environment. We present an overview of the NGN and its need in advanced networking. We also show you the current status towards the management of NGN and discuss challenges in operating and managing it. We also present the operations and management requirements of NGN in accordance with these challenges.","Md. Farhan Memon, Mahadik Vishal Vijay, Awab Habib Fakih",Resource Management In Next Generation Networks,"Home,Vol 2, No 8 (2013),Memon"
"Continuous growth in demand for optical network capacity and the sudden maturation of WDM technologies have fueled the development of long-haul optical network systems that transport tens to hundreds of wavelengths per fiber, with each wavelength modulated at 10 Gb/s or more. Micro-electromechanical systems devices are recognized to be the enabling technologies to build the next-generation cost-effective and reliable high capacity optical cross connects. While the promises of automatically reconfigurable networks and bit-rate-independent photonic switching are bright. This paper has presented the performance evaluation of optical cross connects for dense and ultra wide wavelength division multiplexing transmission systems. Type I (Torous), and Type II (Mesh Torous) transmission systems have been investigated under the same operating conditions.",Ahmed Nabih Zaki Rashed,Performance Evaluation of Optical Cross Connects for Dense and Ultra Wide Wavelength Division Multiplexing Transmission Systems,"Home,Vol 2, No 8 (2013),Rashed"
"Voltage stability is  the ability of a power system to maintain acceptable voltages at all nodes in the system under normal condition and when being subjected to disturbances . Voltage instability is becoming a serious problem due to complexity of the network which is becoming more complex due to the increasing demand of power. As power systems become more complex and heavily loaded, along with economical and environmental constraints, Real and Reactive power control/compensation in transmission systems improves the stability of the ac system. It is a very useful part of a power system. It also helps to maintain a substantially flat voltage profile at all levels of power transmission, and it improves performance, increases transmission efficiency, and can avoid voltage collapse. FACTS devices are recognized as a new damping resource for poorly damped, low frequency electromechanical oscillation, which usually takes place in a power system operating with long transmission lines under heavily loaded condition. Nevertheless, the damping effect of FACTS devices is known to be strongly influenced by their location and control system. This paper is motivated to cope with these two challenges. By ways of Modal Analysis, a location index for determining FACTS optimal location is proposed which is suitable and feasible for large- scale power systems. A method for tuning parameters in the FACTS control system with a given configuration is presented simultaneously. We are using STATCOM with Fuzzy logic controller for the same.","Devi singh Meena, Mr. Rohit Gupta",Transmission loadability enhancement by using FACT devices with Fuzzy logic Controller,"Home,Vol 2, No 8 (2013),Meena"
A single line feed stacked microstrip antenna for 4G system is presented. The proposed antenna with two properly square patches are stacked. The top patch can perform as a driven element is design on 2.44 GHz and lower patch is also design on 2.44 GHz. The performance of proposed antenna for 4G band frequency (2400-2500 MHz).  Also gating the improvement of bandwidth (15%) and antenna efficiency (95%) are very high compared to conventional antenna.,"Awadhesh K. G. Kandu, D.C. Dhubkarya",Stacked Square Microstrip Antenna for 4G System,"Home,Vol 2, No 8 (2013),Kandu"
"In these days an increasing number of public and commercial services are used through the Internet, so that security of information becomes more important issue in the society information Intrusion Detection System (IDS) used against attacks for protected to the Computer networks. IDS used for monitoring and detecting user behaviour to identify intruders. The field of intrusion detection has received increasing attention in recent years. One reason is the explosive growth of the Internet and the large number of networked systems that exist in all types of organizations. Intrusion detection techniques using data mining have attracted more and more interests in current years. As an weighty application area of data mining, they aim to meliorate the great burden of analysing huge volumes of audit data and realizing performance optimization of detection protocols. The objective of this dissertation is to try out the intrusion detection on large dataset by classification algorithms binary class support vector machine and improved its learning time and detection rate in the field of Network based IDS.","Krishna Kant Tiwari, Susheel Tiwari, Sriram Yadav",Analyze the Different Kernel Function in SVM for IDS,"Home,Vol 2, No 8 (2013),Tiwari"
"For high bit rates and long haul optical communication systems using a single-mode fiber, a modulator with low chirp and small size are demanded. An electro-absorption modulator is very attractive because it has some advantages of not only low chirp and small size but also the elimination of polarization control through monolithic integration with a distributed feedback (DFB) laser. The modulation bandwidth of traditional lumped electro-absorption modulators (EAMs) is usually limited by the RC time constant, but the effective resistance R and capacitance C are not easily extracted for advanced device geometries.  This paper has presented the important transmission characteristics of EA modulators such as transmission performance efficiency, insertion loss, extinction ratio, , over wide range of the affecting parameters for different selected electro-absorption materials to be the major of interest.",Ahmed Nabih Zaki Rashed,High Performance Broadband integrated GaAs ElectroOptic Absorption Modulators With Distributed  Feedback Lasers in Optical Transmission Engineering Systems,"Home,Vol 2, No 9 (2013),Rashed"
"In today’s world, if any business person wants to extend his business and compete, he must follow the supporting activities provided by the well known potter-millers’ value chain model. And M-commerce is one of those activities. In previous years, E-commerce is an essential part of successful business trend setup in the global world. But as technology shifts more towards wireless communication, M-Commerce is now under attention. But there are a lot of threats and vulnerable causes an M-commerce strategy may have that will affect the global business arena and this will be one of the topics under discussion within this research. Within this paper we try to elaborate the factors including communication integrity, attack prevention and proof of non-repudiation by which we can make a secure mobile based wireless application that has strong backend structure and provide user friendly environment to attract the customer, so that the customer can easily be facilitate anywhere with this modest safe and secure business technology. The paper concluded with discussion on results that are obtained during research.",Muhammad Adeel Mannan,How can M-Commerce be safe and secure? Empirical Analysis of M-Commerce Security Factors,"Home,Vol 2, No 9 (2013),Mannan"
This paper presents the comparative performance analysis of controlled interleaved buck converters. The controller implementation requires only a single error amplifier and gives better control performance than controlled conventional dc-dc converter. The control scheme uses voltage feedback with two loops similar to current mode control: one for the slow outer loop and the other for the faster inner PWM control loop. To improve the performance of the converter system a coupled inductor is used. This coupled inductor reduces the magnetic size and also improves the converter’s transient performance without increasing the steady-state current ripple. The effectiveness of the proposed control scheme is demonstrated through MATLAB simulations.,"Gaurav Katare, Mrs.Manju Khare",Comparative Performance Analysis of Interleaved Converter controller,"Home,Vol 2, No 10 (2013),Katare"
"Orthogonal frequency division multiplexing (OFDM) is widely recognized as the key technology for the next generation broadband wireless communication (BWC) systems. Besides high spectral efficiency, reliable performance over fast fading channels is becoming more and more important for OFDM-based BWC systems. The time domain synchronous OFDM (TDS-OFDM) has higher spectral efficiency than the standard cyclic prefix OFDM (CP-OFDM), but suffers from severe performance loss over high speed mobile channels since the required iterative interference cancellation between the training sequence (TS) and the OFDM data block, for the application of compressed sensing (CS) to the estimation of doubly selective channels within pulse-shaping multicarrier systems (which include orthogonal frequency- division multiplexing (OFDM) systems as a special case). By exploiting sparsity in the delay-Doppler domain, CS-based channel estimation allows for an increase in spectral efficiency through a reduction of the number of pilot symbols. In this paper, a fundamentally distinct OFDM-based transmission scheme called compressed sensing -time-frequency training OFDM (CS-TFT-OFDM) is proposed, whereby every CS-TFT-OFDM symbol has training information both in the time and frequency domains and also reduced the number of pilot symbols. Simulation results also demonstrate that CS-TFT-OFDM outperforms TFT-OFDM, CP-OFDM and TDS-OFDM in high speed mobile environments.","Shailu Jain, Dr. Soni Changlani",Compressed Sensing Time-Frequency Training OFDM With High Spectral Efficiency And Improved Performance Of The System,"Home,Vol 2, No 9 (2013),Jain"
,"V.Senthil vel, S.K. Srivatsa",Optimal Routing Service for Wireless Network security and Management,"Home,Vol 2, No 7 (2013),vel"
"Steganography is the art of hiding the fact that communication is taking place, by hiding information in other information. Different applications have different requirements of the steganography technique are used. In the domain of digital images many different image file formats exist, most of them for specific applications. For these different image file formats, different steganographic algorithms exist. But in these paper two methods is discussed image domain and transform domain. The use of LSB algorithm for image domain decreases the MSE value and increase the PSNR value when increase the bit substitution. This work is simulated on MATLAB and results shows the effect of different message bit for hide bit and analysis effect on the results.","Himanshu Gupta, Asst.Prof. Ritesh Kumar, Dr.Soni Changlani",Steganography using LSB bit Substitution for data hiding,"Home,Vol 2, No 10 (2013),Gupta"
"Cloud  computing  is  a  prospering  technology  that  most  organizations  are  considering  for  adoption  as  a  cost  effective  strategy  for  managing  IT.  However,  organizations also still consider the technology to  be  associated  with  many  business  risks  that  are  not  yet  resolved.  Such  issues  include  security,  privacy as well as legal and regulatory risks. We  identify threats and security attributes applicable  in cloud computing. We also select a framework  suitable  for  identifying  information  security  metrics.  Cloud  computing  has  become  an increasingly  popular  means  of  delivering  valuable, IT-enabled business services. Adopting  cloud technology can be an affordable way to get  access  to  a  dynamically  scalable,  virtualized  computing  environment.  The  cloud  provider  is  responsible for the environment, so organizations  can  make  use  of  resources  for  short  periods  of  time without having to maintain the environment  when  it  is  not  being  used.  While  cloud  computing models are attractive because of their  flexibility  and  cost  effectiveness,  certain  challenges must be addressed in order to provide  a  viable option to traditional data services.  First  and  foremost  is  the  issue  of  security.  The  externalized  aspect  of  outsourcing  can  make  it  harder  to  maintain  data  integrity  and  privacy,  support data and service availability, demonstrate  compliance, and secure highly available access to  applications  and  information.  In  short,  cloud  computing  can  present  an  added  level  of  risk.  This  paper  discusses  security,  threats  and  availability-related  challenges  in  cloud  computing environments.","Kranti Kumar Dewangan, Akash Wanjari, Somesh Kumar Dewangan","A Valued Analysis of Information Security, Threats and Solutions for Cloud Computing","Home,Vol 2, No 9 (2013),Dewangan"
